1385
0.257502775,0.46730271,0,0.275194515,8.368992209,28.31700134
0.939604605,0.047577668,0,0.012817727,14.5664558,36.94100189
0.483968886,0.281094156,0.005885815,0.229051142,17.26256722,87.01000214
0.548438404,0.018683569,0,0.432878027,30.70310048,68.83000183
0.476931085,0.150989739,0.054323558,0.317755617,25.51519044,64.63000488
0.488506331,0.228071921,0.030727654,0.252694094,23.23488333,84.72000122
0.728139709,0.093282471,0.004867775,0.173710045,31.85506376,84.28799438
0.257551672,0.301401258,0.000924317,0.440122752,41.93333355,40.33800125
0.490849897,0.2328168,0.009387775,0.266945529,26.63037959,88.79199982
0.45879511,0.214114735,0.254122694,0.072967462,28.55443023,142.3390045
0.499566873,0.081595577,0.070144301,0.34869325,29.95632915,130.5379944
0.508965758,0.174056898,0.101326402,0.215650942,18.10213922,204.4400024
0.470238499,0.031197016,0,0.498564485,34.29069777,87.80000305
0.412135133,0.199171214,0,0.388693653,38.16201492,90.61699677
0.487756953,0.180996781,0,0.331246266,27.75775389,355.1000061
0.478159289,0.133380738,0.124415889,0.264044084,30.52403154,63.5870018
0.448510181,0.144846551,0,0.406643267,23.92352928,36.45999908
0.41780036,0.25530614,0,0.3268935,31.73875949,65.36000061
0.570766321,0.106315043,0,0.322918636,32.77519366,94.71600342
0.372471355,0.312251026,0.009569378,0.305708241,34.83333329,76.32499695
0.297549373,0.40719444,0.010267995,0.284988192,36.98354443,158.0490112
0.399280761,0.290267425,0.008726004,0.301725811,35.90316501,78.45200348
0.223294794,0.179929984,0.020685266,0.576089956,36.53875972,68.31999969
0.39033101,0.137876655,0.055518625,0.41627371,50.14030927,61.7140007
0.402094402,0.131809569,0.01021204,0.455883989,41.75038702,60.06999969
0.30491315,0.245178009,0.102893195,0.347015646,32.31317769,163.9650116
0.288345246,0.418012583,0.022963518,0.270678652,41.34240467,224.6900024
0.50907309,0.129265676,0.026098099,0.335563136,41.1387604,77.67799377
