1509
0.613671328,0.077988097,0.122065422,0.186275153,0,9.462657956,24.23699951
0.455436717,0.042483659,0,0.502079624,0,13.04651166,23.12299919
0.2110959,0.092444098,0,0.696460002,0,11.89069768,44.99300003
0.399752922,0.16142482,0.144129304,0.265352345,0.029340609,12.29556962,19.48099899
0.542658389,0.095722662,0.045992872,0.315626076,0,13.48372099,29.74199867
0.265609384,0.188378758,0.15659359,0.328779898,0.06063837,11.63333354,43.13999557
0.392817746,0.207173422,0,0.365597571,0.034411261,17.57131804,43.25099945
0.412277586,0.215542148,0.056014599,0.271810214,0.044355453,15.29224785,40.27500153
0.649033335,0.145950207,0,0.205016458,0,13.65126575,20.82500076
0.284642882,0.1276147,0.33983711,0.247905308,0,10.8018986,29.53499985
0.609413095,0.117947264,0.00680465,0.215934228,0.049900764,13.67054265,29.37999916
0.297285088,0.167999276,0,0.506482363,0.028233274,17.16046539,58.03499603
0.516971408,0.136450034,0,0.299058649,0.047519909,17.12868224,64.62400055
0.402838564,0.156121499,0.287173365,0.153866571,0,14.31455706,30.23899841
0.496669588,0.203056157,0.003918111,0.258252512,0.038103632,10.91871707,46.63899994
0.479100653,0.355033224,0.010884006,0.138119572,0.016862544,15.17054299,30
0.264586525,0.120073946,0,0.615339529,0,17.19224789,72.31600189
0.489469867,0.128384682,0.015302417,0.248054777,0.118788257,12.20126575,60.87099457
0.304973932,0.394344169,0.003409547,0.297272352,0,15.77848106,33.64399719
0.419991075,0.093562611,0.053520983,0.322414401,0.11051093,12.77151903,28.8220005
0.682999149,0.179327878,0.033418054,0.104254919,0,11.36149728,2.150000095
0.49119167,0.070832825,0.196102356,0.241873149,0,15.55632914,45.59400177
0.49097534,0.015975336,0.006165919,0.486883404,0,9.540106853,49.70899963
0.488466869,0.140802017,0.030564837,0.340166277,0,13.12192537,43.29999924
0.411653155,0.088532761,0.05856325,0.313564362,0.127686472,20.84806197,48.14499664
0.345999836,0.087250739,0.113718265,0.30647874,0.14655242,19.35968997,52.85300446
0.437535421,0.115711531,0.043632655,0.27853122,0.124589173,16.75379744,36.25899887
0.59013946,0,0,0.391200159,0.018660381,19.73255817,83.85499573
0.521139619,0.078851246,0,0.400009135,0,16.97829477,37.9129982
0.360885106,0.037326779,0.022127851,0.579660264,0,17.34108554,63.15500259
0.486116341,0.084280231,0.25961321,0.169990218,0,20.60310098,45.44000244
0.498110019,0.100040365,0.103673536,0.29817608,0,17.24620282,55.48799515
0.400772234,0.203633015,0.063402223,0.308279579,0.023912949,17.6674419,24.92399979
0.431944442,0.213377191,0.036915205,0.244298249,0.073464913,17.31645591,34.36700058
0.321824765,0.109010639,0.068862726,0.47879406,0.021507811,20.54418601,53.17300034
0.416895751,0.154208668,0.016581577,0.412314003,0,14.50443045,34.85899734
0.492231071,0.113421553,0.066854165,0.32749321,0,13.72721541,34.07500458
0.478629551,0.125824413,0,0.395546036,0,14.77848071,34.5
0.474473005,0.232984723,0.012543577,0.276740624,0.003258072,16.4133689,53.73799896
0.397257747,0.070585341,0.006763404,0.525393509,0,10.29367111,42.53499985
0.514347814,0.212621239,0.034008131,0.187507545,0.051515271,19.26123998,49.22399902
0.317585976,0.194799115,0.031409602,0.453226077,0.002979231,14.870886,44.28100204
0.318675673,0.340815928,0.009993849,0.302070516,0.028444034,12.34936761,51.35100174
0.592370082,0.108096733,0.065049361,0.234483824,0,20.25891439,37.63999939
0.361817482,0.074958902,0.129595295,0.43362832,0,22.16201542,31.3180027
0.475808444,0.206889434,0.083119677,0.162021337,0.072161107,18.74573664,45.39299774
0.430646423,0.106342143,0.018145337,0.444866097,0,17.77209288,49.90999985
0.495959338,0.044510384,0.072289916,0.387240362,0,12.9297961,26.39100075
0.358324503,0.13223754,0.024178155,0.481018019,0.004241782,11.93670865,45.51700211
0.36674287,0.213469156,0,0.344959461,0.074828513,12.86363666,25.5
0.683117409,0.212733776,0,0.104148815,0,10.60802116,64.2519989
0.646093237,0.056248631,0,0.286714818,0.010943313,12.21657768,47.75900269
0.386722728,0.254085576,0,0.349359188,0.009832508,18.66708843,43.44400024
0.297811152,0.35271876,0.064973103,0.284496985,0,14.55581407,29.55799866
0.306841568,0.319052444,0.059309914,0.272930253,0.041865821,18.14113945,49.36000061
0.439113608,0.238511167,0.029259897,0.29126507,0.001850258,18.01550346,31.88499832
0.506323308,0.210853046,0,0.282823646,0,20.22790632,11.88300037
0.44348877,0.170089392,0.047112829,0.316839814,0.022469195,11.06684492,45.95600128
0.463858411,0.277415612,0.011139534,0.247586443,0,18.78914693,41.08300018
0.325475281,0.19689734,0.152699619,0.32492776,0,20.80696215,47.26499939
0.538249055,0.241383462,0.025819621,0.114487019,0.080060844,19.36511678,38.90599823
0.525299928,0.166204192,0.067126413,0.168326132,0.073043335,15.51012683,44.35000229
0.499830715,0.059923824,0.077824799,0.362420662,0,12.63636373,50.3030014
0.503465685,0.098232732,0.117282535,0.281019049,0,16.88759687,31.39900208
0.477066675,0.073065072,0,0.443481758,0.006386495,17.35736438,62.67899323
0.454731295,0.306872827,0.012913407,0.092761313,0.132721157,21.61085406,76.20999908
0.507332457,0.173927683,0.050056639,0.26868322,0,20.67278501,60.03100204
0.583278172,0.044959191,0,0.371762637,0,14.34493682,60.72999954
0.476897878,0.169923443,0.026473164,0.205195594,0.121509921,20.35116293,68.48600006
0.567321516,0.13840256,0.028380821,0.260366371,0.005528731,17.17151911,21.13700104
0.61298204,0.04996407,0,0.337053891,0,13.21202521,53.27399826
0.467923732,0.163313321,0.025457356,0.317321533,0.025984058,22.07674429,63.33499908
0.534328917,0.070348457,0.039212924,0.155583735,0.200525967,13.47721524,53.69000244
0.414795802,0.164243465,0.123654767,0.297305966,0,15.00641757,38.02199936
0.468945821,0.145514401,0.027564052,0.349448717,0.008527009,15.95822799,57.38199615
0.482057459,0.239108335,0.009413714,0.203524495,0.065895996,16.80822802,40.38999939
0.35409453,0.153393989,0.090989613,0.385618816,0.015903052,19.2542634,45.89599991
0.430819673,0.07488525,0.005464481,0.488830596,0,14.47784798,58.96900177
0.570325619,0.176737158,0.072171869,0.161631418,0.019133937,23.09302367,37.541996
