1078
0.207944,0.0873174,0.704739,36.8876,71.46
0.521861,0.041608,0.436531,24.2909,93.15
0.469008,0.309703,0.221289,35.2481,74.507
0.500458,0.0869265,0.412616,33.893,93.2
0.334384,0.0619352,0.603681,46.7481,64.95
0.386771,0.211025,0.402204,41.6388,108.25
0.444811,0.449551,0.105637,45.7907,84.152
0.42043,0.00618094,0.573389,25.0873,95.908
0.421638,0.142789,0.435573,41.3772,129.066
0.402335,0.153828,0.443837,28.9449,91.292
0.338497,0.327702,0.333801,35.1797,91.4
0.348977,0.28374,0.367284,53.0566,62.422
0.334752,0.153327,0.511922,33.5202,74.98
0.377301,0.226988,0.395711,45.8956,75.25
0.219654,0.176362,0.603984,60.7016,343.11
0.493669,0.113833,0.392497,48.5386,160.989
0.412297,0.255423,0.33228,62.5349,240.779
0.277183,0.245555,0.477263,37.1796,99.94
0.615533,0.18972,0.194747,60.5953,176.615
0.427778,0.0134774,0.558745,25.9893,134.387
0.423093,0.104365,0.472542,41.9667,415.329
0.170745,0.184157,0.645099,45.0829,112.382
0.323654,0.386146,0.290201,41.8021,116.56
0.287887,0.382179,0.329935,51.0266,74.546
0.463872,0.105041,0.431087,29.4257,112.705
0.36642,0.213903,0.419677,42.1626,151.601
0.364454,0.423761,0.211785,36.3905,115.514
0.422013,0.321162,0.256825,48.2918,66.901
0.243756,0.346641,0.409603,50.4062,138.362
0.535264,0.232214,0.232522,45.2123,223.696
0.302657,0.297314,0.400029,47.9823,110.143
0.396656,0.268674,0.334669,51.6342,75.2
0.565379,0.129653,0.304968,39.5165,233.465
0.336996,0.420276,0.242728,47.3468,73.958
0.384234,0.0728847,0.542881,34.5866,105.5
0.354926,0.37579,0.269284,67.4341,99.54
0.42303,0.327354,0.249616,45.9403,115.85
0.493065,0.216839,0.290096,34.0824,207.348
0.359104,0.256902,0.383994,41.1005,127.662
0.691433,0.122553,0.186014,46.9443,53.121
0.38737,0.242682,0.369948,62.3364,110.806
0.525884,0.228281,0.245836,57.793,249.788
0.319597,0.168459,0.511944,71.1651,141.624
0.232985,0.195361,0.571654,44.7512,169.755
0.347659,0.2509,0.401441,35.0396,146.468
0.37579,0.455432,0.168778,64.7918,92.759
0.269415,0.413023,0.317562,56.1696,93.423
0.345025,0.228509,0.426465,57.4163,278.107
0.481008,0.123668,0.395324,53.7373,187.797
0.41078,0.179612,0.409608,52.9481,97.623
0.270055,0.325733,0.404213,74.4178,162.61
0.354997,0.267529,0.377474,38.6614,124.355
0.436337,0.197557,0.366106,69.8023,125.353
0.312436,0.406348,0.281216,49.114,236.558
0.268605,0.300261,0.431134,57.8643,137.008
0.272977,0.394755,0.332268,55.3047,159.879
0.482543,0.0805442,0.436913,32.1938,216.786
0.157062,0.426585,0.416353,36.1867,167.392
0.279139,0.506179,0.214683,63.6093,158.338
0.330719,0.325535,0.343746,53.0791,63.591
0.230293,0.336236,0.433471,35.2468,176.777
0.361346,0.27181,0.366844,72.1891,86.125
0.404854,0.30031,0.294835,53.2395,29.351
0.336943,0.24951,0.413548,45.1848,227.943
0.219079,0.542223,0.238698,62.3116,102.381
0.33459,0.506751,0.158659,51.0449,98.085
0.530226,0.375464,0.0943099,66.6601,121.192
0.420365,0.302411,0.277224,59.214,155.772
0.373646,0.25946,0.366894,43.8715,155.021
0.35852,0.146112,0.495368,41.1943,189.769
0.26854,0.275041,0.456418,50.5904,219.798
0.433614,0.368047,0.198339,50.2911,112.65
0.388805,0.271775,0.33942,54.6222,199.472
0.340383,0.101169,0.558448,61.069,118.157
0.319133,0.335436,0.345431,79.0295,127.367
0.342736,0.307178,0.350086,54.6791,136.117
0.420264,0.211305,0.368431,56.2031,137.218
0.3634,0.233079,0.403521,79.738,196.639
0.409342,0.085906,0.504752,50.9462,150.736
0.287224,0.523394,0.189381,75.6318,132.284
0.378518,0.270868,0.350614,43.5139,123.7
