721
0.424451,0.116354,0.459195,59.7946,146
0.273133,0.327224,0.399643,53.1804,122.75
0.402938,0.136091,0.460971,53.031,136.7
0.557058,0.15613,0.286812,47.7532,121.442
0.365992,0.310761,0.323247,67.6677,147
0.31235,0.389643,0.298008,45.1318,188.9
0.461451,0.21589,0.322659,63.7086,135.314
0.277347,0.022767,0.699886,101.977,110.832
0.180481,0.180562,0.638957,77.6582,241.54
0.638817,0.0949231,0.26626,85.1456,174
0.485054,0.129875,0.385071,85.6228,208.01
0.089021,0.592279,0.3187,101.709,536.715
0.274413,0.346626,0.378961,70.2032,215.18
0.347068,0.0763789,0.576553,40.9612,412.65
0.399543,0.225167,0.37529,90.0316,355.77
0.476578,0.270471,0.252951,76.238,198.892
0.283261,0.291989,0.424751,96.8101,130.41
0.160121,0.217907,0.621972,81.455,325.32
0.318646,0.352646,0.328708,89.6297,197.392
0.395555,0.38804,0.216405,88.8513,153
0.269489,0.446615,0.283896,122.411,121.29
0.332824,0.264332,0.402844,71.6158,301.52
0.301258,0.351078,0.347665,104.484,208.66
0.361553,0.340741,0.297705,81.4519,165.35
0.179044,0.538603,0.282353,43.6364,234.6
0.41554,0.150047,0.434413,115.829,338.95
0.485751,0.325558,0.188691,69.7342,271.36
0.507308,0.194434,0.298258,74.2727,241.792
0.174291,0.165861,0.659848,81.8289,241.2
0.449384,0.262428,0.288188,89.9767,270.26
0.43148,0.124693,0.443828,94.8856,219.6
0.207974,0.171998,0.620028,108.857,289.958
0.168981,0.386741,0.444278,124.435,243.63
0.198357,0.22692,0.574722,72.4535,214.3
0.405401,0.250168,0.344431,66.693,371.78
0.339703,0.327122,0.333175,106.283,417.97
0.216335,0.389312,0.394353,76.8798,358.259
0.379673,0.23503,0.385297,95.7984,232.45
0.376848,0.128852,0.494301,91.7193,193.31
0.381067,0.153274,0.465659,70.0749,129.85
0.401215,0.365421,0.233363,116.081,309.163
0.289196,0.487974,0.22283,118.016,321.48
0.362794,0.365763,0.271444,117.488,190.49
0.335305,0.230758,0.433937,136.322,243.496
0.263341,0.372805,0.363853,99.969,154.43
0.400327,0.112461,0.487212,97.2946,214.75
0.398287,0.291756,0.309957,76.8481,336.91
0.52169,0.17629,0.302021,94.3338,184.21
0.528495,0.133128,0.338377,67.0367,215.04
0.303843,0.325615,0.370542,66.9815,660.81
0.25305,0.262526,0.484424,119.442,201.25
0.409069,0.160489,0.430443,110.896,373.44
0.467303,0.0926948,0.440002,63.6361,276.15
0.394185,0.231437,0.374378,97.3006,326.38
0.46337,0.0806447,0.455986,114.858,438.955
0.194641,0.221408,0.583951,110.918,274.72
0.239525,0.094975,0.665501,67.2567,183.1
0.451165,0.208103,0.340732,63.484,258.68
0.222553,0.487871,0.289576,111.845,298.404
0.282492,0.282264,0.435245,118.903,234.784
0.426326,0.21363,0.360044,98.2563,296.6
0.340266,0.250899,0.408836,76.623,245.912
0.446178,0.0752681,0.478554,112.775,396.78
0.254955,0.421469,0.323577,96.1046,252.96
0.359076,0.422212,0.218713,119.59,304.95
0.338339,0.142473,0.519188,95.2442,331.026
0.267069,0.301664,0.431267,79.674,190.11
0.290256,0.201717,0.508027,110.581,273.85
0.265985,0.423143,0.310872,82.6209,307.56
0.4316,0.205542,0.362858,74.209,177.65
0.290858,0.268055,0.441087,122.892,394.168
0.345616,0.265435,0.388949,102.972,660.63
0.28877,0.253739,0.457491,109.097,289.884
0.375383,0.257489,0.367128,121.23,250.74
0.156486,0.257666,0.585847,66.0873,404.64
0.212924,0.106855,0.680222,56.388,405.674
0.372979,0.263257,0.363764,100.83,269.308
0.326279,0.197514,0.476206,78.988,346.35
0.371083,0.189321,0.439596,99.7513,467.09
0.204434,0.559334,0.236232,130.062,198.45
0.197791,0.183099,0.61911,121.085,230.65
0.319624,0.10403,0.576346,82.3158,219.9
0.491628,0.295902,0.21247,94.6783,696.26
0.267705,0.303266,0.429029,131.667,253.06
0.176852,0.108466,0.714682,136.649,342.38
0.322706,0.262769,0.414525,97.1318,214.58
0.433349,0.245927,0.320723,146.475,462.502
0.25917,0.217201,0.523629,127.539,255.213
0.426291,0.204983,0.368725,121.544,422.36
0.255053,0.283629,0.461319,102.436,197.83
0.441257,0.150648,0.408095,79.95,356.305
0.241837,0.00704872,0.751114,152.867,190.36
0.314691,0.440166,0.245142,129.338,352.04
0.218687,0.208377,0.572935,93.0032,281.82
0.358094,0.272128,0.369778,92.8118,265.65
0.312549,0.23108,0.456371,121.348,408.099
0.170424,0.506655,0.322921,91.1538,217.05
0.389096,0.257719,0.353185,127.039,229.29
0.374992,0.286911,0.338097,100.095,289
0.346937,0.130397,0.522667,125.93,169.25
0.347351,0.242185,0.410464,97.3773,353.08
0.208246,0.417806,0.373948,147.411,431.24
0.154655,0.225464,0.619881,147.465,250.692
0.266034,0.302285,0.431681,116.687,520.04
0.317648,0.241679,0.440673,136.506,407.451
0.372261,0.255359,0.372381,77.1065,280.64
0.473199,0.214384,0.312417,121.794,202.92
0.389187,0.256235,0.354577,92.0882,227.52
0.301643,0.338862,0.359495,119.63,236.13
0.450092,0.260744,0.289164,151.029,292.89
0.381949,0.241116,0.376934,154.562,270.932
0.296135,0.424177,0.279688,143.516,195.64
0.516929,0.16453,0.318541,130.382,405.08
0.26954,0.275712,0.454748,113.813,416.52
